Segmento;Item;CEST;NCM/SH;Descrição
COMBUSTÍVEIS E LUBRIFICANTES;6.1;06.006.01;2710.19.2;Óleo diesel B, exceto S10 (mistura obrigatória)
COMBUSTÍVEIS E LUBRIFICANTES;6.2;06.006.02;2710.19.2;Óleo diesel B, exceto S10 (misturas autorizativas)
COMBUSTÍVEIS E LUBRIFICANTES;6.3;06.006.03;2710.19.2;Óleo diesel B, exceto S10 (misturas experimentais)
COMBUSTÍVEIS E LUBRIFICANTES;6.4;06.006.04;2710.19.2;Óleo diesel A S10
COMBUSTÍVEIS E LUBRIFICANTES;6.5;06.006.05;2710.19.2;Óleo diesel B S10 (mistura obrigatória)
COMBUSTÍVEIS E LUBRIFICANTES;6.6;06.006.06;2710.19.2;Óleo diesel B S10 (misturas autorizativas)
COMBUSTÍVEIS E LUBRIFICANTES;6.7;06.006.07;2710.19.2;Óleo diesel B S10 (misturas experimentais)
COMBUSTÍVEIS E LUBRIFICANTES;6.8;06.006.08;2710.19.2;Óleo Diesel Marítimo
COMBUSTÍVEIS E LUBRIFICANTES;6.9;06.006.09;2710.19.2;Outros óleos combustíveis
COMBUSTÍVEIS E LUBRIFICANTES;6.10;06.006.10;2710.19.2;Óleo combustível derivado de xisto
COMBUSTÍVEIS E LUBRIFICANTES;7.0;06.007.00;2710.19.3;Óleos lubrificantes
COMBUSTÍVEIS E LUBRIFICANTES;8.0;06.008.00;2710.19.9;Outros óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de inerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos
COMBUSTÍVEIS E LUBRIFICANTES;9.0;06.009.00;2710.9;Resíduos de óleos
COMBUSTÍVEIS E LUBRIFICANTES;10.0;06.010.00;2711;Gás de petróleo e outros hidrocarbonetos gasosos, exceto GLP, GLGN, Gás Natural e Gás de xisto.
COMBUSTÍVEIS E LUBRIFICANTES;11.0;06.011.00;2711.19.10;Gás liquefeito de petróleo em botijão de 13 Kg (GLP)
COMBUSTÍVEIS E LUBRIFICANTES;11.1;06.011.01;2711.19.10;Gás liquefeito de petróleo (GLP), exceto em botijão de 13 Kg
COMBUSTÍVEIS E LUBRIFICANTES;11.2;06.011.02;2711.19.10;Gás liquefeito de petróleo em botijão de 13 Kg (GLGNn)
COMBUSTÍVEIS E LUBRIFICANTES;11.3;06.011.03;2711.19.10;Gás liquefeito de petróleo (GLGNn), exceto em botijão de 13 Kg
COMBUSTÍVEIS E LUBRIFICANTES;11.4;06.011.04;2711.19.10;Gás liquefeito de petróleo em botijão de 13 Kg (GLGNi)
COMBUSTÍVEIS E LUBRIFICANTES;11.5;06.011.05;2711.19.10;Gás liquefeito de petróleo (GLGNi), exceto em botijão de 13 Kg
COMBUSTÍVEIS E LUBRIFICANTES;11.6;06.011.06;2711.19.10;Gás liquefeito de petróleo em botijão de 13 kg (Misturas)
COMBUSTÍVEIS E LUBRIFICANTES;11.7;06.011.07;2711.19.10;Gás liquefeito de petróleo (Misturas), exceto em botijão de 13 Kg
COMBUSTÍVEIS E LUBRIFICANTES;12.0;06.012.00;2711.11.00;Gás Natural Liquefeito
COMBUSTÍVEIS E LUBRIFICANTES;13.0;06.013.00;2711.21.00;Gás Natural Gasoso
COMBUSTÍVEIS E LUBRIFICANTES;14.0;06.014.00;2711.29.90;Gás de xisto
COMBUSTÍVEIS E LUBRIFICANTES;15.0;06.015.00;2713;Coque de petróleo e outros resíduos de óleo de petróleo ou de minerais betuminosos
COMBUSTÍVEIS E LUBRIFICANTES;16.0;06.016.00;3826.00.00;Biodiesel e suas misturas, que não contenham ou que contenham menos de 70%, em peso, de óleos de petróleo ou de óleos minerais betuminosos
COMBUSTÍVEIS E LUBRIFICANTES;17.0;06.017.00;3403;Preparações lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos
COMBUSTÍVEIS E LUBRIFICANTES;18.0;06.018.00;2710.20.00;Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, que contenham biodiesel, exceto os resíduos de óleos
ENERGIA ELÉTRICA;1.0;07.001.00;2716.00.00;Energia elétrica
FERRAMENTAS;1.0;08.001.00;4016.99.90;Ferramentas de borracha vulcanizada não endurecida
FERRAMENTAS;2.0;08.002.00;4417.00.10 4417.00.90;Ferramentas, armações e cabos de ferramentas, de madeira
FERRAMENTAS;3.0;08.003.00;6804;Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar. pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias
FERRAMENTAS;4.0;08.004.00;8201;Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras. machados, podões e ferramentas semelhantes com gume. tesouras de podar de todos os tipos. foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura
FERRAMENTAS;5.0;08.005.00;8202.20.00;Folhas de serras de fita
FERRAMENTAS;6.0;08.006.00;8202.91.00;Lâminas de serras máquinas
FERRAMENTAS;7.0;08.007.00;8202;Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nos CEST 08.005.00 e 08.006.00
FERRAMENTAS;8.0;08.008.00;8203;Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90
FERRAMENTAS;9.0;08.009.00;8204;Chaves de porcas, manuais (incluídas as chaves dinamométricas). chaves de caixa intercambiáveis, mesmo com cabos
FERRAMENTAS;10.0;08.010.00;8205;Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes. tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas. bigornas. forjas-portáteis. mós com armação, manuais ou de pedal
FERRAMENTAS;11.0;08.011.00;8206.00.00;Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho
FERRAMENTAS;12.0;08.012.00;8207.40;Ferramentas de roscar interior ou exteriormente. de mandrilar ou de brochar. e de fresar
FERRAMENTAS;12.0;08.012.00;8207.60;Ferramentas de roscar interior ou exteriormente. de mandrilar ou de brochar. e de fresar
FERRAMENTAS;12.0;08.012.00;8207.70;Ferramentas de roscar interior ou exteriormente. de mandrilar ou de brochar. e de fresar
FERRAMENTAS;13.0;08.013.00;8207;Outras ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy e as classificadas no CEST 08.012.00
FERRAMENTAS;14.0;08.014.00;8208;Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos
FERRAMENTAS;15.0;08.015.00;8209.00.11;Plaquetas ou pastilhas intercambiáveis
FERRAMENTAS;16.0;08.016.00;8209.00;Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais ('cermets'), exceto as classificadas no CEST 08.015.00
FERRAMENTAS;17.0;08.017.00;8211;Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâmicas, exceto as de uso doméstico
FERRAMENTAS;18.0;08.018.00;8213;Tesouras e suas lâminas
FERRAMENTAS;19.0;08.019.00;8467;Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01
FERRAMENTAS;19.1;08.019.01;8467.81.00;Moto-serras portáteis de corrente, com motor incorporado, não elétrico, de uso agrícola
FERRAMENTAS;20.0;08.020.00;9015;Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas. telêmetros
FERRAMENTAS;21.0;08.021.00;9017.20.00;Instrumentos de desenho, de traçado ou de cálculo. metros, micrômetros, paquímetros, calibres e semelhantes. partes e acessórios
FERRAMENTAS;21.0;08.021.00;9017.30;Instrumentos de desenho, de traçado ou de cálculo. metros, micrômetros, paquímetros, calibres e semelhantes. partes e acessórios
FERRAMENTAS;21.0;08.021.00;9017.80;Instrumentos de desenho, de traçado ou de cálculo. metros, micrômetros, paquímetros, calibres e semelhantes. partes e acessórios
FERRAMENTAS;21.0;08.021.00;9017.90.90;Instrumentos de desenho, de traçado ou de cálculo. metros, micrômetros, paquímetros, calibres e semelhantes. partes e acessórios
FERRAMENTAS;22.0;08.022.00;9025.11.90;Termômetros, suas partes e acessórios
FERRAMENTAS;22.0;08.022.00;9025.90.10;Termômetros, suas partes e acessórios
FERRAMENTAS;23.0;08.023.00;9025.19 ;Pirômetros, suas partes e acessórios
FERRAMENTAS;23.0;08.023.00;9025.90.90;Pirômetros, suas partes e acessórios
LÂMPADAS, REATORES E “STARTER”;1.0;09.001.00;8539;Lâmpadas elétricas
LÂMPADAS, REATORES E “STARTER”;2.0;09.002.00;8540;Lâmpadas eletrônicas
LÂMPADAS, REATORES E “STARTER”;3.0;09.003.00;8504.10.00;Reatores para lâmpadas ou tubos de descargas
LÂMPADAS, REATORES E “STARTER”;4.0;09.004.00;8536.50;“Starter”
LÂMPADAS, REATORES E “STARTER”;5.0;09.005.00;8543.70.99;Lâmpadas de LED (Diodos Emissores de Luz)
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;1.0;10.001.00;2522;Cal
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;2.0;10.002.00;3816.00.1;Argamassas
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;2.0;10.002.00;3824.50.00;Argamassas
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;3.0;10.003.00;3214.90.00;Outras argamassas
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;4.0;10.004.00;3910.00;Silicones em formas primárias, para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;5.0;10.005.00;3916;Revestimentos de PVC e outros plásticos. forro, sancas e afins de PVC, para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;6.0;10.006.00;3917;Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;7.0;10.007.00;3918;Revestimento de pavimento de PVC e outros plásticos
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;8.0;10.008.00;3919;Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plásticos, mesmo em rolos, para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;9.0;10.009.00;3919;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;9.0;10.009.00;3920;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;9.0;10.009.00;3921;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;10.0;10.010.00;3921;Telha de plástico, mesmo reforçada com fibra de vidro
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;11.0;10.011.00;3921;Cumeeira de plástico, mesmo reforçada com fibra de vidr
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;12.0;10.012.00;3921;Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos nos CEST 10.010.00 e 10.011.00
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;13.0;10.013.00;3922;Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;14.0;10.014.00;3924;Artefatos de higiene/toucador de plástico, para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;15.0;10.015.00;3925.10.00;Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;16.0;10.016.00;3925.90;Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;17.0;10.017.00;3925.10.00;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;17.0;10.017.00;3925.90;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;18.0;10.018.00;3925.20.00;Portas, janelas e seus caixilhos, alizares e soleiras
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;19.0;10.019.00;3925.30.00;Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;20.0;10.020.00;3926.90;Outras obras de plástico, para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;21.0;10.021.00;4814;Papel de parede e revestimentos de parede semelhantes. papel para vitrais
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;22.0;10.022.00;6810.19.00;Telhas de concreto
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;23.0;10.023.00;6811;Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;24.0;10.024.00;6811;Caixas d'água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no item 23.0
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;25.0;10.025.00;6901.00.00;Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis ('kieselghur', tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;26.0;10.026.00;6902;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;27.0;10.027.00;6904;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;28.0;10.028.00;6905;Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;29.0;10.029.00;6906.00.00;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;30.0;10.030.00;6907;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;30.0;10.030.00;6908;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;30.1;10.030.01;6907;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte.
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;30.1;10.030.01;6908;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte.
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;31.0;10.031.00;6910;Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;32.0;10.032.00;6912.00.00;Artefatos de higiene/toucador de cerâmica
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;33.0;10.033.00;7003;Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;34.0;10.034.00;7004;Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;35.0;10.035.00;7005;Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;36.0;10.036.00;7007.19.00;Vidros temperados
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;37.0;10.037.00;7007.29.00;Vidros laminados
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;38.0;10.038.00;7008;Vidros isolantes de paredes múltiplas
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;39.0;10.039.00;7016;Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção. cubos, pastilhas e outros artigos semelhantes
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;40.0;10.040.00;7214.20.00;Barras próprias para construções, exceto vergalhões
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;41.0;10.041.00;7308.90.10;Outras barras próprias para construções, exceto vergalhões
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;42.0;10.042.00;7214.20.00;Vergalhões
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;43.0;10.043.00;7213;Outros vergalhões
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;43.0;10.043.00;7308.90.10;Outros vergalhões
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;44.0;10.044.00;7217.10.90;Fios de ferro ou aço não ligados, não revestidos, mesmo polidos. cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;44.0;10.044.00;7312;Fios de ferro ou aço não ligados, não revestidos, mesmo polidos. cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;45.0;10.045.00;7217.20.10;Outros fios de ferro ou aço, não ligados, galvanizados com um teor de carbono superior ou igual a 0,6%, em peso
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;45.1;10.045.01;7217.20.90;Outros fios de ferro ou aço, não ligados, galvanizados
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;46.0;10.046.00;7307;Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;47.0;10.047.00;7308.30.00;Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;48.0;10.048.00;7308.40.00;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;48.0;10.048.00;7308.90;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;49.0;10.049.00;7308.40.00;Treliças de aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;50.0;10.050.00;7308.90.90;Telhas metálicas
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;51.0;10.051.00;7310;Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço. próprias para a construção
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;52.0;10.052.00;7313.00.00;Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;53.0;10.053.00;7314;Telas metálicas, grades e redes, de fios de ferro ou aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;54.0;10.054.00;7315.11.00;Correntes de rolos, de ferro fundido, ferro ou aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;55.0;10.055.00;7315.12.90;Outras correntes de elos articulados, de ferro fundido, ferro ou aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;56.0;10.056.00;7315.82.00;Correntes de elos soldados, de ferro fundido, de ferro ou aço
MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;57.0;10.057.00;7317.00;Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre
